time,prevBugs,linesAdded,linesRemoved,totalChurn,loc,max-len,complex-chaining,max-params,max-nested-callbacks,max-statements,complexity,max-depth,complex-switch-case,this-assign,no-reassign,extra-bind,cond-assign,smelly,event
617,7,3,3,6,70,0,0,0,0,0,0,0,0,0,1,0,0,1,1
49,7,1,9,10,62,0,0,0,0,0,0,0,0,0,1,0,0,1,0
793,7,15,10,25,67,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1276,8,4,0,4,71,0,0,0,0,0,0,0,0,0,1,0,0,1,1
161,9,0,4,4,67,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3009,9,3,3,6,67,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19,9,1,1,2,67,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6,9,0,4,4,63,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,1,2,55,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18,0,1,1,2,55,0,0,0,0,0,0,0,0,0,1,0,0,1,0
55,0,1,1,2,55,0,0,0,0,0,0,0,0,0,1,0,0,1,0
648,1,1,1,2,55,0,0,0,0,0,0,0,0,0,1,0,0,1,1
178,1,7,5,12,57,0,0,0,0,0,0,0,0,0,1,0,0,1,0
95,1,5,6,11,56,0,0,0,0,0,0,0,0,0,1,0,0,1,0
287,1,4,1,5,59,0,0,0,0,0,0,0,0,0,1,0,0,1,0
330,1,25,16,41,68,0,0,0,0,0,0,0,0,0,1,0,0,1,0
26,1,6,12,18,62,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,2,2,4,62,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27,1,2,1,3,63,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,1,1,1,2,63,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1198,1,2,2,4,64,0,0,0,0,0,0,0,0,0,1,0,0,1,0
533,1,21,33,54,52,0,0,0,0,0,0,0,0,0,1,0,0,1,0
115,1,2,2,4,52,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,2,2,4,52,0,0,0,0,0,0,0,0,0,1,0,0,1,0
286,2,70,16,86,105,0,0,0,0,0,0,0,0,0,1,0,0,1,1
45,2,2,3,5,105,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,2,1,1,2,105,0,0,0,0,0,0,0,0,0,1,0,0,1,0
119,3,52,62,114,95,0,0,0,0,0,0,0,0,0,1,0,0,1,1
119,4,7,5,12,97,0,0,0,0,0,0,0,0,0,1,0,0,1,1
366,4,2,1,3,98,0,0,0,0,0,0,0,0,0,1,0,0,1,0
964,5,1,1,2,98,0,0,0,0,0,0,0,0,0,1,0,0,1,1
37,6,2,0,2,100,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1932,6,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,2,78,0,0,0,0,0,0,0,0,0,1,0,0,1,0
110,0,2,0,2,80,0,0,0,0,0,0,0,0,0,1,0,0,1,0
592,1,1,1,2,80,0,0,0,0,0,0,0,0,0,1,0,0,1,1
84,1,3,0,3,83,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19,1,0,2,2,81,0,0,0,0,0,0,0,0,0,1,0,0,1,0
793,1,2,0,2,83,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20,1,82,18,100,147,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4,1,18,18,36,147,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4,1,1,1,2,147,0,0,0,0,0,0,0,0,0,1,0,0,1,0
97,2,3,1,4,149,0,0,0,0,0,0,0,0,0,1,0,0,1,1
9,2,6,4,10,151,0,0,0,0,0,0,0,0,0,1,0,0,1,0
203,2,18,1,19,169,0,0,0,0,0,0,0,0,0,1,0,0,1,0
212,3,43,17,60,177,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,3,11,22,33,166,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,3,20,9,29,177,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,3,1,1,2,177,0,0,0,0,0,0,0,0,0,1,0,0,1,0
89,3,1,1,2,177,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4,3,4,1,5,180,0,0,0,0,0,0,0,0,0,1,0,0,1,0
262,3,2,0,2,171,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1465,3,7,5,12,202,0,0,0,0,0,0,0,0,0,1,0,0,1,0
118,4,6,2,8,206,0,0,0,0,0,0,0,0,0,1,0,0,1,1
844,4,1,0,1,207,0,0,0,0,0,0,0,0,0,1,0,0,1,0
486,4,0,1,1,206,0,0,0,0,0,0,0,0,0,1,0,0,1,0
77,4,1,1,2,206,0,0,0,0,0,0,0,0,0,1,0,0,1,0
762,4,58,0,58,58,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18,4,2,0,2,60,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,4,1,1,2,60,0,0,0,0,0,0,0,0,0,1,0,0,1,0
69,4,16,15,31,61,0,0,0,0,0,0,0,0,0,1,0,0,1,0
176,4,4,7,11,58,0,0,0,0,0,0,0,0,0,1,0,0,1,0
542,4,2,1,3,59,0,0,0,0,0,0,0,0,0,1,0,0,1,0
42,4,2,2,4,59,0,0,0,0,0,0,0,0,0,1,0,0,1,0
144,5,1,1,2,59,0,0,0,0,0,0,0,0,0,1,0,0,1,1
135,5,0,206,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,5,1,1,2,59,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,5,3,7,10,55,0,0,0,0,0,0,0,0,0,1,0,0,1,0
312,6,71,7,78,119,0,0,0,0,0,0,0,0,0,1,0,0,1,1
780,7,2,3,5,118,0,0,0,0,0,0,0,0,0,1,0,0,1,1
632,7,12,2,14,128,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1588,8,6,0,6,124,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2325,8,1,1,2,124,0,0,0,0,0,0,0,0,0,1,0,0,1,0
766,8,6,16,22,124,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1722,8,1,1,2,124,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1766,9,1,1,2,124,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3002,9,0,4,4,120,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27,9,11,13,24,118,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7,9,2,0,2,120,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8984,10,0,5,5,115,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,1,1,2,59,0,0,0,0,0,0,0,0,0,1,0,0,1,0
787,0,3,0,3,62,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,4,4,8,62,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19,0,0,3,3,59,0,0,0,0,0,0,0,0,0,1,0,0,1,0
197,0,29,16,45,72,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,1,2,72,0,0,0,0,0,0,0,0,0,1,0,0,1,0
252,0,1,1,2,72,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37,0,8,3,11,77,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,1,2,77,0,0,0,0,0,0,0,0,0,1,0,0,1,0
301,0,12,11,23,78,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,1,1,77,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,0,1,2,3,76,0,0,0,0,0,0,0,0,0,1,0,0,1,0
48,0,5,4,9,77,0,0,0,0,0,0,0,0,0,1,0,0,1,0
264,0,6,3,9,81,0,0,0,0,0,0,0,0,0,1,0,0,1,0
212,1,2,0,2,79,0,0,0,0,0,0,0,0,0,1,0,0,1,1
357,1,1,0,1,82,0,0,0,0,0,0,0,0,0,1,0,0,1,0
843,2,3,1,4,86,0,0,0,0,0,0,0,0,0,1,0,0,1,1
55,3,6,3,9,89,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,4,6,2,8,93,0,0,0,0,0,0,0,0,0,1,0,0,1,1
400,5,8,9,17,92,0,0,0,0,0,0,0,0,0,1,0,0,1,1
163,6,5,3,8,94,0,0,0,0,0,0,0,0,0,1,0,0,1,1
70,7,5,4,9,95,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,8,1,1,2,95,0,0,0,0,0,0,0,0,0,1,0,0,1,1
894,8,2,0,2,97,0,0,0,0,0,0,0,0,0,1,0,0,1,0
522,8,25,12,37,110,0,0,0,0,0,0,0,0,0,1,0,0,1,0
767,8,56,0,56,56,0,0,0,0,0,0,0,0,0,1,0,0,1,0
54,8,2,0,2,58,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,8,1,1,2,58,0,0,0,0,0,0,0,0,0,1,0,0,1,0
69,8,14,13,27,59,0,0,0,0,0,0,0,0,0,1,0,0,1,0
93,8,2,1,3,60,0,0,0,0,0,0,0,0,0,1,0,0,1,0
84,8,2,11,13,51,0,0,0,0,0,0,0,0,0,1,0,0,1,0
43,8,1,2,3,50,0,0,0,0,0,0,0,0,0,1,0,0,1,0
292,8,0,1,1,49,0,0,0,0,0,0,0,0,0,1,0,0,1,0
207,8,2,1,3,50,0,0,0,0,0,0,0,0,0,1,0,0,1,0
185,9,1,1,2,50,0,0,0,0,0,0,0,0,0,1,0,0,1,1
135,9,0,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,9,1,1,2,50,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,9,3,5,8,48,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,9,1,0,1,49,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1091,10,2,3,5,48,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5311,10,5,13,18,40,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3488,11,1,2,3,39,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3002,11,0,4,4,35,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27,11,7,8,15,34,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7,11,2,0,2,36,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7718,11,3,1,4,38,0,0,0,0,0,0,0,0,0,1,0,0,1,0
331,11,1,3,4,36,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,1,2,21,0,0,0,0,0,0,0,0,0,1,0,0,1,0
558,1,5,0,5,26,0,0,0,0,0,0,0,0,0,1,0,0,1,1
145,2,5,5,10,21,0,0,0,0,0,0,0,0,0,1,0,0,1,1
84,2,17,2,19,36,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19,2,2,17,19,21,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2539,3,2,1,3,27,0,0,0,0,0,0,0,0,0,1,0,0,1,1
970,3,4,5,9,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3069,3,0,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,2,62,0,0,0,0,0,0,0,0,0,1,0,0,1,0
703,1,10,8,18,64,0,0,0,0,0,0,0,0,0,1,0,0,1,1
76,1,3,3,6,64,0,0,0,0,0,0,0,0,0,1,0,0,1,0
55,1,8,1,9,71,0,0,0,0,0,0,0,0,0,1,0,0,1,0
86,1,2,2,4,71,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,1,2,0,2,73,0,0,0,0,0,0,0,0,0,1,0,0,1,0
748,1,1,1,2,73,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1661,2,25,7,32,91,0,0,0,0,0,0,1,0,0,1,0,0,1,1
13,3,24,7,31,108,0,0,0,0,0,0,1,0,0,1,0,0,1,1
53,4,30,42,72,96,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,5,2,2,4,96,0,0,0,0,0,0,1,0,0,1,0,0,1,1
3,6,25,20,45,101,0,0,0,0,0,0,0,0,0,1,0,0,1,1
282,6,9,6,15,104,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,6,0,2,2,102,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3138,6,10,2,12,110,0,0,0,0,0,0,0,0,0,1,0,0,1,0
310,7,8,5,13,113,0,0,0,0,0,0,0,0,0,1,0,0,1,1
29,7,3,3,6,114,0,0,0,0,0,0,0,0,0,1,0,0,1,0
222,7,0,114,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,69,3,72,70,0,0,0,0,0,0,0,0,0,1,0,0,1,0
73,0,11,63,74,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,4,14,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,0,25,4,29,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,0,0,3,3,22,0,0,0,0,0,0,0,0,0,1,0,0,1,0
207,1,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,8,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,18,2,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,12,2,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,1,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,5,4,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,1,4,4,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,4,3,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,8,4,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,6,0,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,2,2,1,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,2,1,1,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2,1,1,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2,1,1,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,3,18,9,27,54,0,0,0,0,0,0,0,0,0,1,0,0,1,1
584,3,7,1,8,60,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35,4,1,1,2,60,0,0,0,0,0,0,0,0,0,1,0,0,1,1
87,4,8,7,15,61,0,0,0,0,0,0,0,0,0,1,0,0,1,0
296,4,1,1,2,61,0,0,0,0,0,0,0,0,0,1,0,0,1,0
98,4,1,0,1,62,0,0,0,0,0,0,0,0,0,1,0,0,1,0
406,4,8,0,8,70,0,0,0,0,0,0,0,0,0,1,0,0,1,0
72,4,1,1,2,70,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14,4,58,0,58,58,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12,4,3,3,6,58,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,4,1,1,2,70,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,4,21,4,25,75,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,4,1,1,2,70,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,4,3,3,6,75,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,4,11,10,21,76,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4,4,5,10,15,71,0,0,0,0,0,0,0,0,0,1,0,0,1,0
462,4,5,0,5,75,0,0,0,0,0,0,0,0,0,1,0,0,1,0
77,4,1,1,2,75,0,0,0,0,0,0,0,0,0,1,0,0,1,0
349,5,1,1,2,75,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1542,5,0,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,1,1,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,3,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,10,7,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,7,10,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,1,1,1,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1,1,1,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,1,1,1,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,5,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,1,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,3,3,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1,37,0,37,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,2,3,1,4,47,0,0,0,0,0,0,0,0,0,1,0,0,1,1
357,2,2,9,11,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,3,6,3,9,80,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,4,1,1,2,80,0,0,0,0,0,0,0,0,0,1,0,0,1,1
35,4,0,5,5,75,0,0,0,0,0,0,0,0,0,1,0,0,1,0
300,6,4,3,7,76,0,0,0,0,0,0,0,0,0,1,0,0,1,1
66,7,4,3,7,77,0,0,0,0,0,0,0,0,0,1,0,0,1,1
163,8,8,4,12,81,0,0,0,0,0,0,0,0,0,1,0,0,1,1
964,8,1,0,1,82,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1155,8,50,0,50,50,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,8,1,1,2,50,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4,8,13,7,20,55,0,0,0,0,0,0,0,0,0,1,0,0,1,0
62,8,7,4,11,58,0,0,0,0,0,0,0,0,0,1,0,0,1,0
33,8,5,6,11,58,0,0,0,0,0,0,0,0,0,1,0,0,1,0
89,8,4,1,5,61,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,8,1,1,2,61,0,0,0,0,0,0,0,0,0,1,0,0,1,0
69,8,9,9,18,61,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32,8,1,2,3,60,0,0,0,0,0,0,0,0,0,1,0,0,1,0
60,8,2,1,3,61,0,0,0,0,0,0,0,0,0,1,0,0,1,0
84,8,2,11,13,52,0,0,0,0,0,0,0,0,0,1,0,0,1,0
43,8,1,2,3,51,0,0,0,0,0,0,0,0,0,1,0,0,1,0
499,8,2,1,3,52,0,0,0,0,0,0,0,0,0,1,0,0,1,0
185,9,1,1,2,52,0,0,0,0,0,0,0,0,0,1,0,0,1,1
135,9,0,82,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,10,1,0,1,53,0,0,0,0,0,0,0,0,0,1,0,0,1,1
50,10,1,1,2,53,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,10,3,5,8,51,0,0,0,0,0,0,0,0,0,1,0,0,1,0
718,10,8,5,13,54,0,0,0,0,0,0,0,0,0,1,0,0,1,0
374,11,2,3,5,53,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2220,12,5,0,5,58,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1272,13,3,0,3,61,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1819,13,4,14,18,51,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1639,14,1,1,2,51,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1849,15,1,2,3,50,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3002,15,0,4,4,46,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25,15,2,1,3,49,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,15,5,7,12,44,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7,15,5,1,6,48,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8281,15,5,0,5,54,0,0,0,0,0,0,0,0,0,1,0,0,1,0
321,15,0,5,5,49,0,0,0,0,0,0,0,0,0,1,0,0,1,0
382,16,0,4,4,45,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4010,17,2,0,2,47,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,1,64,0,64,63,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6681,1,0,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,2,4,23,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2595,2,1,0,1,24,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4087,2,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,2,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,0,7,6,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,0,4,1,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,0,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,0,1,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,0,76,0,76,76,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,6,4,10,78,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14,0,1,1,2,78,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32,0,2,2,4,78,0,0,0,0,0,0,0,0,0,1,0,0,1,0
207,0,5,1,6,82,0,0,0,0,0,0,0,0,0,1,0,0,1,0
185,1,1,1,2,82,0,0,0,0,0,0,0,0,0,1,0,0,1,1
135,1,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1,1,1,2,82,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,1,5,7,12,80,0,0,0,0,0,0,0,0,0,1,0,0,1,0
226,2,8,13,21,75,0,0,0,0,0,0,0,0,0,1,0,0,1,1
294,3,32,27,59,80,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,3,2,3,5,79,0,0,0,0,0,0,0,0,0,1,0,0,1,0
267,4,1,1,2,79,0,0,0,0,0,0,0,0,0,1,0,0,1,1
304,5,6,4,10,81,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2220,6,4,0,4,85,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3091,6,6,19,25,72,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1722,6,1,1,2,72,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1766,7,1,1,2,72,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2910,7,4,4,8,72,0,0,0,0,0,0,0,0,0,1,0,0,1,0
92,7,0,4,4,68,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27,7,3,3,6,68,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8991,8,0,4,4,64,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4010,9,3,0,3,67,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,2,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,2,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,0,4,1,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,0,1,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,2,7,1,8,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,2,14,9,23,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,2,53,0,53,53,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,2,2,2,4,53,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30,2,3,4,7,52,0,0,0,0,0,0,0,0,0,1,0,0,1,0
207,2,6,4,10,54,0,0,0,0,0,0,0,0,0,1,0,0,1,0
185,3,1,1,2,54,0,0,0,0,0,0,0,0,0,1,0,0,1,1
135,3,0,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,3,6,6,12,54,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1092,4,5,3,8,56,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5311,4,7,20,27,43,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1722,4,1,1,2,43,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1766,5,1,2,3,42,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3002,5,0,4,4,38,0,0,0,0,0,0,0,0,0,1,0,0,1,0
26,5,5,5,10,38,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,5,4,4,8,38,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10719,5,3,7,10,34,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,2,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,2,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,0,1,1,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,16,4,20,49,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,0,1,1,2,49,0,0,0,0,0,0,0,0,0,1,0,0,1,0
423,0,33,16,49,66,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,33,16,49,66,0,0,0,0,0,0,0,0,0,1,0,0,1,0
54,0,0,11,11,55,0,0,0,0,0,0,0,0,0,1,0,0,1,0
357,0,0,11,11,56,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1463,1,0,1,1,66,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2861,1,100,0,100,100,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30,1,7,5,12,102,0,0,0,0,0,0,0,0,0,1,0,0,1,0
72,1,0,4,4,98,0,0,0,0,0,0,0,0,0,1,0,0,1,0
26,1,1,1,2,98,0,0,0,0,0,0,0,0,0,1,0,0,1,0
252,1,13,1,14,110,0,0,0,0,0,0,0,0,0,1,0,0,1,0
43,2,1,1,2,110,0,0,0,0,0,0,0,0,0,1,0,0,1,1
135,2,0,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,71,50,121,131,0,0,0,0,0,0,0,0,0,1,0,0,1,1
50,3,1,1,2,131,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,3,6,8,14,129,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18,3,2,4,6,127,0,0,0,0,0,0,0,0,0,1,0,0,1,0
199,4,2,1,3,128,0,0,0,0,0,0,0,0,0,1,0,0,1,1
25,5,5,1,6,132,0,0,0,0,0,0,0,0,0,1,0,0,1,1
189,5,2,1,3,133,0,0,0,0,0,0,0,0,0,1,0,0,1,0
269,6,6,3,9,136,0,0,0,0,0,0,0,0,0,1,0,0,1,1
248,6,7,16,23,127,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11,6,8,5,13,130,0,0,0,0,0,0,0,0,0,1,0,0,1,0
134,7,2,3,5,129,0,0,0,0,0,0,0,0,0,1,0,0,1,1
110,7,7,5,12,131,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,7,1,1,2,131,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2110,8,6,0,6,137,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3091,8,40,54,94,123,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1722,8,1,1,2,123,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1766,9,1,1,2,123,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2930,9,7,12,19,118,0,0,0,0,0,0,0,0,0,1,0,0,1,0
72,9,0,4,4,114,0,0,0,0,0,0,0,0,0,1,0,0,1,0
27,9,4,3,7,115,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6275,9,0,11,11,104,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,10,0,18,18,86,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2715,11,0,5,5,81,0,0,0,0,0,0,0,0,0,1,0,0,1,1
